@relation 'cjlt123.txt-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-79,81-100,103,107-124,126-127,129-220,222-223,225-270'

@attribute att_80 numeric
@attribute att_101 numeric
@attribute att_102 numeric
@attribute att_104 numeric
@attribute att_105 numeric
@attribute att_106 numeric
@attribute att_125 numeric
@attribute att_128 numeric
@attribute att_221 numeric
@attribute att_224 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}

@data
{0 -0.217915,1 -0.08254,2 -0.538081,3 -0.20786,4 -0.940754,5 -0.645408,6 -0.769542,7 0.663946,8 -0.037283,9 -0.086069,10 37}
{0 -0.195294,1 -0.142965,2 -0.650538,3 -0.343136,4 -0.945809,5 -0.546649,6 -0.801016,7 0.70931,8 -0.064549,9 -0.125686,10 37}
{0 -0.287753,1 -0.157175,2 -0.400255,3 -0.135201,4 -0.946451,5 -0.736023,6 -0.728927,7 0.610241,8 -0.098344,9 -0.161342,10 37}
{0 -0.354202,1 -0.217006,2 -0.463504,3 -0.206378,4 -0.950241,5 -0.838335,6 -0.80795,7 0.720637,8 0.010456,9 -0.064255,10 37}
{0 -0.307017,1 -0.279066,2 -0.391046,3 -0.16172,4 -0.956241,5 -0.72379,6 -0.730667,7 0.62462,8 -0.123453,9 -0.181378,10 37}
{0 -0.270244,1 -0.234401,2 -0.486027,3 -0.230349,4 -0.95309,5 -0.622981,6 -0.744482,7 0.654998,8 -0.12478,9 -0.175783,10 37}
{0 -0.317373,1 -0.025095,2 -0.333914,3 -0.019511,4 -0.935446,5 -0.828451,6 -0.658932,7 0.522217,8 -0.131304,9 -0.19829,10 37}
{0 -0.465747,1 -0.089982,2 -0.494635,3 -0.176942,4 -0.942744,5 -0.713846,6 -0.821817,7 0.76463,8 0.038523,9 -0.002036,10 37}
{0 -0.283911,1 -0.326252,2 -0.471927,3 -0.232534,4 -0.959711,5 -0.735045,6 -0.783299,7 0.680588,8 -0.089011,9 -0.133161,10 37}
{0 -0.27746,1 -0.364067,2 -0.600624,3 -0.349731,4 -0.962714,5 -0.7445,6 -0.836886,7 0.761773,8 -0.018769,9 -0.081149,10 37}
{0 -0.082772,1 -0.240008,2 -0.750173,3 -0.494526,4 -0.953531,5 -0.432235,6 -0.809779,7 0.728597,8 -0.075243,9 -0.129761,10 37}
{0 -0.156187,1 -0.317688,2 -0.710084,3 -0.464429,4 -0.958924,5 -0.664139,6 -0.821547,7 0.753213,8 -0.062421,9 -0.113896,10 37}
{0 -0.211596,1 -0.425574,2 -0.707572,3 -0.453271,4 -0.96724,5 -0.724851,6 -0.858257,7 0.797073,8 0.019569,9 -0.050351,10 37}
{0 -0.089592,1 -0.148874,2 -0.527787,3 -0.234484,4 -0.943569,5 -0.692313,6 -0.722938,7 0.60037,8 -0.075191,9 -0.141857,10 37}
{0 0.303393,1 0.099703,2 -0.167622,3 0.169336,4 -0.931609,5 -0.688963,6 -0.274096,7 0.034638,8 -0.103623,9 -0.098722,10 38}
{0 0.424062,1 -0.063758,2 -0.260853,3 0.008108,4 -0.940356,5 -0.441106,6 -0.378671,7 0.058439,8 -0.124378,9 -0.175367,10 38}
{0 0.463269,1 -0.027721,2 -0.197218,3 0.069044,4 -0.939902,5 -0.537468,6 -0.311504,7 -0.06614,8 -0.161005,9 -0.195393,10 38}
{0 0.555405,1 -0.197029,2 -0.365562,3 -0.123537,4 -0.95252,5 -0.823801,6 -0.36187,7 0.05097,8 -0.153936,9 -0.193517,10 38}
{0 0.563172,1 -0.156515,2 -0.307123,3 -0.066494,4 -0.950306,5 -0.463462,6 -0.398079,7 0.074887,8 -0.047976,9 -0.066249,10 38}
{0 0.575686,1 -0.093844,2 -0.103014,3 0.094713,4 -0.948728,5 -0.792038,6 -0.168001,7 -0.261511,8 -0.196906,9 -0.222531,10 38}
{0 0.552721,1 -0.126913,2 -0.224257,3 0.003247,4 -0.945414,5 -0.809231,6 -0.254614,7 -0.066393,8 -0.157083,9 -0.172391,10 38}
{0 0.400895,1 -0.141899,2 -0.180892,3 0.02648,4 -0.945432,5 -0.822048,6 -0.362191,7 0.036652,8 -0.171592,9 -0.209557,10 38}
{0 0.486361,1 -0.011303,2 -0.017934,3 0.185345,4 -0.947532,5 -0.748101,6 -0.269978,7 -0.142191,8 -0.057918,9 -0.058247,10 38}
{0 0.505604,1 -0.155053,2 -0.176823,3 0.023915,4 -0.94939,5 -0.722717,6 -0.350574,7 -0.024998,8 -0.112148,9 -0.153356,10 38}
{0 0.70893,1 -0.217313,2 -0.347901,3 -0.11617,4 -0.953935,5 -0.697381,6 -0.250937,7 -0.141479,8 -0.170527,9 -0.202826,10 38}
{0 0.637301,1 -0.290655,2 -0.307931,3 -0.100002,4 -0.957644,5 -0.94724,6 -0.302212,7 -0.034094,8 -0.118331,9 -0.155265,10 38}
{0 0.623545,1 -0.288647,2 -0.252916,3 -0.060022,4 -0.957866,5 -0.709196,6 -0.335123,7 -0.000893,8 -0.081988,9 -0.073874,10 38}
{0 0.444317,1 -0.187833,2 -0.360446,3 -0.116178,4 -0.949268,5 -0.72695,6 -0.429905,7 0.186535,8 -0.119115,9 -0.134995,10 38}
{0 0.547635,1 -0.343186,2 -0.500616,3 -0.258297,4 -0.961101,5 -0.941553,6 -0.418573,7 0.239927,8 -0.052075,9 -0.084441,10 38}
{0 0.644749,1 -0.221632,2 -0.194052,3 -0.00708,4 -0.953349,5 -0.837417,6 -0.23227,7 -0.175227,8 -0.17311,9 -0.184171,10 38}
{0 0.615884,1 -0.2365,2 -0.054794,3 0.080553,4 -0.95506,5 -0.695842,6 -0.267007,7 -0.14005,8 -0.039039,9 -0.046736,10 38}
{0 0.588571,1 -0.228438,2 -0.229624,3 -0.033249,4 -0.954159,5 -0.828856,6 -0.303553,7 -0.065834,8 -0.144547,9 -0.174171,10 38}
{0 0.571085,1 -0.222305,2 -0.298919,3 -0.080829,4 -0.952924,5 -0.795317,6 -0.327943,7 -0.009773,8 -0.186125,9 -0.195562,10 38}
{0 0.52006,1 -0.195802,2 -0.382528,3 -0.135671,4 -0.950527,5 -0.710377,6 -0.371627,7 0.069779,8 -0.18747,9 -0.234982,10 38}
{0 0.520628,1 -0.143426,2 -0.307554,3 -0.060964,4 -0.944433,5 -0.916908,6 -0.310895,7 -0.061503,8 -0.266851,9 -0.312419,10 38}
{0 0.613186,1 -0.313653,2 -0.463333,3 -0.224891,4 -0.959243,5 -0.944796,6 -0.374515,7 0.058312,8 -0.159176,9 -0.22972,10 38}
{0 0.529592,1 -0.227378,2 -0.212518,3 -0.020602,4 -0.952092,5 -0.642749,6 -0.264656,7 -0.025727,8 -0.169793,9 -0.189056,10 38}
{0 0.497579,1 -0.220714,2 -0.268444,3 -0.058362,4 -0.952307,5 -0.903459,6 -0.320714,7 0.020314,8 -0.189254,9 -0.228634,10 38}
{0 0.571885,1 -0.166777,2 -0.219451,3 -0.008857,4 -0.950691,5 -0.824659,6 -0.329745,7 -0.026689,8 -0.07401,9 -0.10997,10 38}
{0 -0.029246,1 0.099581,2 -0.461952,3 -0.017422,4 -0.935878,5 -0.757902,6 -0.624201,7 0.433756,8 -0.08781,9 -0.118183,10 39}
{0 -0.137631,1 -0.011946,2 -0.638525,3 -0.243996,4 -0.943201,5 -0.362402,6 -0.763159,7 0.619112,8 -0.079145,9 -0.157944,10 39}
{0 -0.109649,1 -0.078599,2 -0.580137,3 -0.241283,4 -0.945255,5 -0.654398,6 -0.741022,7 0.588676,8 -0.121015,9 -0.193563,10 39}
{0 -0.212212,1 -0.071188,2 -0.7402,3 -0.385589,4 -0.945688,5 -0.756674,6 -0.828093,7 0.72703,8 -0.062396,9 -0.144847,10 39}
{0 -0.18674,1 -0.025547,2 -0.730958,3 -0.338837,4 -0.937991,5 -0.619976,6 -0.815408,7 0.708221,8 -0.026578,9 -0.116198,10 39}
{0 -0.012185,1 -0.265641,2 -0.88577,3 -0.697422,4 -0.956666,5 -0.75913,6 -0.842429,7 0.758235,8 -0.055203,9 -0.143081,10 39}
{0 -0.116941,1 -0.007397,2 -0.496395,3 -0.125935,4 -0.943053,5 -0.487177,6 -0.685492,7 0.52137,8 -0.101064,9 -0.188078,10 39}
{0 -0.20207,1 -0.229143,2 -0.679749,3 -0.411833,4 -0.954609,5 -0.818435,6 -0.827935,7 0.727472,8 -0.078203,9 -0.161787,10 39}
{0 -0.222239,1 -0.135986,2 -0.646669,3 -0.335892,4 -0.948569,5 -0.657712,6 -0.81069,7 0.704513,8 -0.070048,9 -0.151058,10 39}
{0 -0.274375,1 -0.193709,2 -0.628091,3 -0.345807,4 -0.951439,5 -0.893062,6 -0.827566,7 0.728314,8 -0.059287,9 -0.150378,10 39}
{0 -0.257674,1 -0.018986,2 -0.584644,3 -0.203883,4 -0.941496,5 -0.543609,6 -0.762718,7 0.633588,8 -0.096168,9 -0.178804,10 39}
{0 -0.110241,1 -0.092054,2 -0.587039,3 -0.255886,4 -0.947902,5 -0.737955,6 -0.754663,7 0.613083,8 -0.087493,9 -0.160253,10 39}
{0 -0.135918,1 -0.25768,2 -0.810253,3 -0.577877,4 -0.955798,5 -0.777134,6 -0.858053,7 0.777517,8 -0.050953,9 -0.135021,10 39}
{0 -0.150621,1 -0.138407,2 -0.773365,3 -0.46997,4 -0.946727,5 -0.802924,6 -0.836975,7 0.740571,8 -0.053607,9 -0.142774,10 39}
{0 -0.169399,1 -0.200281,2 -0.666117,3 -0.386583,4 -0.952541,5 -0.884799,6 -0.816979,7 0.707624,8 -0.072848,9 -0.152918,10 39}
{0 -0.169135,1 -0.032296,2 -0.540381,3 -0.177728,4 -0.944393,5 -0.743594,6 -0.712584,7 0.557324,8 -0.159452,9 -0.231786,10 39}
{0 -0.082788,1 -0.060128,2 -0.744008,3 -0.380601,4 -0.943403,5 -0.11681,6 -0.806392,7 0.689565,8 -0.033231,9 -0.108458,10 39}
{0 -0.196924,1 -0.045329,2 -0.625566,3 -0.257999,4 -0.943263,5 -0.884799,6 -0.763788,7 0.638912,8 -0.129644,9 -0.184376,10 39}
{0 -0.120334,1 -0.220174,2 -0.680928,3 -0.409703,4 -0.953256,5 -0.783215,6 -0.806588,7 0.687852,8 -0.095032,9 -0.176479,10 39}
{0 -0.168415,1 -0.143703,2 -0.648656,3 -0.342273,4 -0.950504,5 -0.740804,6 -0.794007,7 0.67047,8 -0.10657,9 -0.187654,10 39}
{0 -0.15074,1 -0.051154,2 -0.735961,3 -0.365259,4 -0.943014,5 -0.442847,6 -0.810318,7 0.701139,8 -0.044413,9 -0.128864,10 39}
{0 -0.089485,1 -0.150512,2 -0.698045,3 -0.395408,4 -0.950639,5 -0.809744,6 -0.791613,7 0.665235,8 -0.100896,9 -0.183338,10 39}
{0 -0.217229,1 -0.13525,2 -0.77888,3 -0.474474,4 -0.949137,5 -0.760334,6 -0.86582,7 0.792737,8 -0.014622,9 -0.084184,10 39}
{0 -0.231837,1 -0.27419,2 -0.708675,3 -0.456319,4 -0.956925,5 -0.771804,6 -0.835844,7 0.739802,8 -0.117939,9 -0.201487,10 39}
{0 -0.205018,1 -0.147136,2 -0.695199,3 -0.390718,4 -0.95138,5 -0.722717,6 -0.817833,7 0.715812,8 -0.113247,9 -0.169343,10 39}
{0 -0.349814,1 -0.20236,2 -0.32971,3 -0.098598,4 -0.953709,5 -0.606932,6 -0.754939,7 0.639019,8 -0.036517,9 -0.095423,10 40}
{0 -0.394604,1 -0.077195,2 -0.160014,3 0.067216,4 -0.94291,5 -0.898952,6 -0.606094,7 0.487827,8 -0.131644,9 -0.184284,10 40}
{0 -0.488644,1 -0.180862,2 -0.376051,3 -0.125976,4 -0.950755,5 -0.783215,6 -0.791854,7 0.687394,8 -0.043529,9 -0.119968,10 40}
{0 -0.418871,1 -0.2366,2 -0.345628,3 -0.118995,4 -0.954302,5 -0.891607,6 -0.784052,7 0.681753,8 0.000531,9 -0.078917,10 40}
{0 -0.242806,1 -0.283891,2 -0.51868,3 -0.269076,4 -0.956875,5 -0.804545,6 -0.803228,7 0.689868,8 -0.043222,9 -0.124352,10 40}
{0 -0.224404,1 -0.370719,2 -0.629869,3 -0.37882,4 -0.962871,5 -0.788032,6 -0.837852,7 0.758733,8 0.003399,9 -0.076268,10 40}
{0 -0.296804,1 -0.30536,2 -0.486928,3 -0.244228,4 -0.958677,5 -0.783215,6 -0.788716,7 0.674251,8 -0.087599,9 -0.171392,10 40}
{0 -0.320184,1 -0.310206,2 -0.400668,3 -0.172971,4 -0.958679,5 -0.808468,6 -0.784377,7 0.662725,8 -0.041583,9 -0.123902,10 40}
{0 -0.329714,1 -0.221912,2 -0.347861,3 -0.116829,4 -0.95232,5 -0.904234,6 -0.75287,7 0.629769,8 -0.048478,9 -0.126074,10 40}
{0 -0.267622,1 -0.325363,2 -0.436225,3 -0.203244,4 -0.960086,5 -0.939777,6 -0.774861,7 0.652372,8 -0.068729,9 -0.145288,10 40}
{0 -0.425753,1 -0.269867,2 -0.366149,3 -0.141163,4 -0.95633,5 -0.893539,6 -0.772284,7 0.662219,8 -0.082352,9 -0.156351,10 40}
{0 -0.419013,1 -0.230252,2 -0.186797,3 -0.003837,4 -0.953022,5 -0.903065,6 -0.717302,7 0.580156,8 -0.056154,9 -0.127047,10 40}
{0 -0.359838,1 -0.384117,2 -0.233046,3 -0.047582,4 -0.963786,5 -0.79174,6 -0.721846,7 0.580227,8 -0.08586,9 -0.152648,10 40}
{0 -0.407819,1 -0.334326,2 -0.203617,3 -0.028125,4 -0.96046,5 -0.899381,6 -0.725854,7 0.5733,8 -0.102168,9 -0.171039,10 40}
{0 -0.386747,1 -0.359641,2 -0.264895,3 -0.071421,4 -0.962199,5 -0.89981,6 -0.752884,7 0.62402,8 -0.054136,9 -0.114386,10 40}
{0 -0.363854,1 -0.462712,2 -0.245225,3 -0.04456,4 -0.968657,5 -0.891119,6 -0.715297,7 0.543799,8 -0.162895,9 -0.226548,10 40}
{0 -0.448464,1 -0.390935,2 -0.283022,3 -0.082673,4 -0.964507,5 -0.904615,6 -0.786706,7 0.665985,8 -0.016672,9 -0.081292,10 40}
{0 -0.358408,1 -0.41905,2 -0.242719,3 -0.050835,4 -0.965808,5 -0.944546,6 -0.737316,7 0.606112,8 -0.065231,9 -0.102362,10 40}
{0 -0.357467,1 -0.258577,2 -0.254689,3 -0.057031,4 -0.95621,5 -0.761539,6 -0.706205,7 0.583985,8 -0.108319,9 -0.157137,10 40}
{0 -0.369221,1 -0.3886,2 -0.140261,3 0.016241,4 -0.963987,5 -0.892096,6 -0.689195,7 0.516791,8 -0.13062,9 -0.191277,10 40}
{0 -0.352085,1 -0.271799,2 -0.268511,3 -0.068892,4 -0.956715,5 -0.775035,6 -0.722155,7 0.582652,8 -0.117829,9 -0.173519,10 40}
{0 -0.349859,1 -0.342699,2 -0.329208,3 -0.119302,4 -0.961064,5 -0.886981,6 -0.760211,7 0.638429,8 -0.054954,9 -0.125609,10 40}
{0 -0.416177,1 -0.134971,2 -0.310714,3 -0.060114,4 -0.946671,5 -0.800455,6 -0.741337,7 0.622571,8 -0.06671,9 -0.12081,10 40}
{0 -0.414284,1 -0.287471,2 -0.156067,3 0.007301,4 -0.957505,5 -0.892585,6 -0.709266,7 0.579798,8 -0.076967,9 -0.107424,10 40}
{0 -0.087115,1 0.27096,2 -0.939765,3 -0.185133,4 -0.907173,5 -0.921296,6 -0.659537,7 0.516591,8 -0.173312,9 -0.250124}
{0 -0.118794,1 0.263237,2 -0.934017,3 -0.191086,4 -0.914731,5 -1,6 -0.677104,7 0.547845,8 -0.147294,9 -0.223542}
{0 0.137813,1 0.238397,2 -0.925053,3 -0.217551,4 -0.932029,5 -0.862157,6 -0.509098,7 0.43792,8 -0.153696,9 -0.212408}
{0 -0.084021,1 0.264282,2 -0.837643,3 -0.114648,4 -0.930734,5 -1,6 -0.562739,7 0.497069,8 -0.138241,9 -0.19035}
{0 0.009028,1 0.249948,2 -0.888862,3 -0.1728,4 -0.936629,5 -1,6 -0.588604,7 0.439228,8 -0.236742,9 -0.292155}
{0 0.061091,1 0.264269,2 -0.952186,3 -0.204643,4 -0.932679,5 -1,6 -0.579334,7 0.44442,8 -0.205635,9 -0.268646}
{0 0.019598,1 0.251244,2 -0.934219,3 -0.207707,4 -0.928273,5 -1,6 -0.592938,7 0.475138,8 -0.190032,9 -0.256233}
{0 -0.247268,1 0.283374,2 -0.910959,3 -0.145481,4 -0.916474,5 -1,6 -0.656065,7 0.569499,8 -0.165524,9 -0.229216}
{0 -0.152215,1 0.293953,2 -0.958745,3 -0.16842,4 -0.908494,5 -1,6 -0.669328,7 0.540088,8 -0.162847,9 -0.240016}
{0 -0.086625,1 0.347158,2 -0.979383,3 -0.108969,4 -0.910329,5 -1,6 -0.599448,7 0.453431,8 -0.20034,9 -0.271334}
{0 0.167859,1 0.297874,2 -0.939588,3 -0.148108,4 -0.93707,5 -1,6 -0.47046,7 0.282858,8 -0.309956,9 -0.373512}
{0 -0.011226,1 0.354601,2 -0.954844,3 -0.08041,4 -0.931489,5 -1,6 -0.517135,7 0.389357,8 -0.230001,9 -0.278701}
{0 -0.268669,1 0.391448,2 -0.88694,3 0.017696,4 -0.909638,5 -0.901468,6 -0.570624,7 0.447291,8 -0.201579,9 -0.251213}
{0 -0.063907,1 0.395369,2 -0.889539,3 0.021213,4 -0.919022,5 -0.878957,6 -0.499305,7 0.344666,8 -0.216213,9 -0.257805}
{0 -0.095756,1 0.399009,2 -0.925658,3 0.00205,4 -0.920972,5 -1,6 -0.511309,7 0.369568,8 -0.214669,9 -0.273154}
{0 -0.073316,1 0.418957,2 -0.972276,3 -0.001338,4 -0.920779,5 -1,6 -0.518857,7 0.350443,8 -0.231531,9 -0.292482}
{0 -0.084138,1 0.397965,2 -0.978931,3 -0.035902,4 -0.898627,5 -1,6 -0.566946,7 0.383581,8 -0.22044,9 -0.295114}
{0 0.070861,1 0.331372,2 -0.97294,3 -0.126686,4 -0.933065,5 -1,6 -0.520589,7 0.375469,8 -0.210688,9 -0.284574}
{0 -0.046926,1 0.336294,2 -0.936526,3 -0.092513,4 -0.921796,5 -1,6 -0.53692,7 0.396709,8 -0.247056,9 -0.318747}
{0 -0.044124,1 0.435698,2 -0.980402,3 0.017189,4 -0.920119,5 -1,6 -0.483841,7 0.294889,8 -0.268194,9 -0.335046}
{0 -0.021645,1 0.335693,2 -0.929481,3 -0.088224,4 -0.928147,5 -1,6 -0.53401,7 0.397021,8 -0.234631,9 -0.286292}
{0 -0.030549,1 0.337578,2 -0.955169,3 -0.104466,4 -0.907668,5 -0.912008,6 -0.538812,7 0.393412,8 -0.258756,9 -0.325993}
{0 0.053373,1 0.259621,2 -0.915995,3 -0.181522,4 -0.929213,5 -0.869693,6 -0.541426,7 0.435455,8 -0.214155,9 -0.264089}
{0 -0.063107,1 0.270391,2 -0.878771,3 -0.13801,4 -0.930071,5 -0.863731,6 -0.575216,7 0.517176,8 -0.14571,9 -0.162482}
{0 -0.064126,1 0.30096,2 -0.924051,3 -0.131777,4 -0.924402,5 -0.878957,6 -0.60121,7 0.49747,8 -0.132474,9 -0.194387}
{0 -0.206987,1 0.182433,2 -0.668944,3 -0.084514,4 -0.913708,5 -0.386594,6 -0.60168,7 0.502482,8 -0.18086,9 -0.247167,10 2}
{0 -0.335698,1 0.239114,2 -0.699896,3 -0.04443,4 -0.917081,5 -0.086359,6 -0.608638,7 0.536759,8 -0.181814,9 -0.220315,10 2}
{0 -0.171434,1 0.201028,2 -0.759536,3 -0.131706,4 -0.916788,5 -0.236244,6 -0.610844,7 0.529953,8 -0.166643,9 -0.227751,10 2}
{0 -0.237586,1 0.182227,2 -0.673035,3 -0.087854,4 -0.920305,5 -0.466133,6 -0.634823,7 0.530277,8 -0.162658,9 -0.221153,10 2}
{0 -0.198204,1 0.228166,2 -0.663765,3 -0.031461,4 -0.920568,5 -0.610676,6 -0.578918,7 0.469311,8 -0.186569,9 -0.226523,10 2}
{0 -0.188349,1 0.266848,2 -0.718089,3 -0.025188,4 -0.917117,5 -0.425391,6 -0.554154,7 0.447235,8 -0.206316,9 -0.251748,10 2}
{0 -0.12023,1 0.228772,2 -0.7539,3 -0.095344,4 -0.922357,5 -0.592374,6 -0.548961,7 0.454426,8 -0.229248,9 -0.281506,10 2}
{0 -0.223744,1 0.260022,2 -0.636396,3 0.022341,4 -0.917433,5 -0.427693,6 -0.546653,7 0.434515,8 -0.178783,9 -0.231769,10 2}
{0 -0.160816,1 0.165275,2 -0.651333,3 -0.089892,4 -0.92621,5 -0.396299,6 -0.584319,7 0.499316,8 -0.175329,9 -0.221126,10 2}
{0 -0.207781,1 0.251994,2 -0.647142,3 0.006144,4 -0.922863,5 -0.57034,6 -0.559497,7 0.439015,8 -0.19759,9 -0.235426,10 2}
{0 -0.186413,1 0.286474,2 -0.672501,3 0.028238,4 -0.920832,5 -0.460493,6 -0.521787,7 0.423653,8 -0.181823,9 -0.211382,10 2}
{0 -0.194495,1 0.252425,2 -0.640718,3 0.010779,4 -0.927515,5 -0.633139,6 -0.530756,7 0.423875,8 -0.209329,9 -0.24593,10 2}
{0 -0.248418,1 0.223112,2 -0.635981,3 -0.017966,4 -0.927355,5 -0.305457,6 -0.556122,7 0.496642,8 -0.146326,9 -0.193437,10 2}
{0 -0.246369,1 0.140553,2 -0.782754,3 -0.219505,4 -0.932133,5 -0.424008,6 -0.657955,7 0.642167,8 -0.138834,9 -0.170993,10 2}
{0 -0.328189,1 0.252873,2 -0.793534,3 -0.095806,4 -0.921939,5 -0.579807,6 -0.636227,7 0.582374,8 -0.158453,9 -0.195618,10 2}
{0 -0.253515,1 0.257015,2 -0.696615,3 -0.021937,4 -0.925684,5 -0.532425,6 -0.545752,7 0.502227,8 -0.16524,9 -0.192499,10 2}
{0 -0.223309,1 0.223169,2 -0.681414,3 -0.049381,4 -0.921912,5 -0.301582,6 -0.561462,7 0.522199,8 -0.123524,9 -0.169159,10 2}
{0 -0.262812,1 0.26876,2 -0.608312,3 0.050199,4 -0.923389,5 -0.328278,6 -0.536153,7 0.486985,8 -0.09871,9 -0.116503,10 2}
{0 -0.231462,1 0.165892,2 -0.674474,3 -0.106549,4 -0.931357,5 -0.173648,6 -0.589615,7 0.541146,8 -0.197368,9 -0.220662,10 2}
{0 -0.191102,1 0.147821,2 -0.635502,3 -0.096255,4 -0.93227,5 0.057219,6 -0.580081,7 0.526363,8 -0.161209,9 -0.202099,10 2}
{0 -0.148982,1 0.154445,2 -0.753356,3 -0.179776,4 -0.927822,5 -0.48385,6 -0.561659,7 0.544505,8 -0.206597,9 -0.24314,10 2}
{0 -0.194094,1 0.184488,2 -0.672166,3 -0.085033,4 -0.928581,5 -0.328278,6 -0.513466,7 0.501517,8 -0.202442,9 -0.2388,10 2}
{0 -0.331883,1 0.201159,2 -0.697174,3 -0.085196,4 -0.928029,5 -0.659346,6 -0.580437,7 0.560972,8 -0.191072,9 -0.227848,10 2}
{0 -0.22767,1 0.134257,2 -0.744819,3 -0.195024,4 -0.930284,5 -0.25147,6 -0.621456,7 0.589663,8 -0.18102,9 -0.236837,10 2}
{0 -0.317924,1 0.210336,2 -0.69001,3 -0.069915,4 -0.929083,5 -0.284616,6 -0.574653,7 0.537565,8 -0.198313,9 -0.243471,10 2}
{0 -0.338354,1 0.175514,2 -0.671784,3 -0.094332,4 -0.929587,5 -0.091581,6 -0.654699,7 0.62775,8 -0.083933,9 -0.105145,10 2}
{0 -0.175459,1 0.11577,2 -0.72661,3 -0.199852,4 -0.932948,5 -0.49383,6 -0.620998,7 0.584178,8 -0.17026,9 -0.21007,10 2}
{0 -0.153025,1 0.195891,2 -0.807631,3 -0.175441,4 -0.922542,5 -0.420741,6 -0.56547,7 0.535447,8 -0.216357,9 -0.259754,10 2}
{0 0.460713,1 -0.238995,2 -0.730256,3 -0.470431,4 -0.950995,5 -0.675812,6 -0.488406,7 0.315067,8 -0.238456,9 -0.305525,10 3}
{0 0.54634,1 -0.248144,2 -0.706783,3 -0.446789,4 -0.952556,5 -0.61163,6 -0.420645,7 0.249407,8 -0.230953,9 -0.273224,10 3}
{0 0.429736,1 -0.199136,2 -0.632734,3 -0.352263,4 -0.949869,5 -0.466133,6 -0.47917,7 0.333951,8 -0.169196,9 -0.196027,10 3}
{0 0.515052,1 -0.267837,2 -0.729515,3 -0.478363,4 -0.954921,5 -0.148347,6 -0.465503,7 0.306486,8 -0.228145,9 -0.24928,10 3}
{0 0.48727,1 -0.234695,2 -0.741189,3 -0.481749,4 -0.951459,5 -0.215593,6 -0.474536,7 0.332736,8 -0.212412,9 -0.245623,10 3}
{0 0.429654,1 -0.2629,2 -0.73439,3 -0.48283,4 -0.954763,5 -0.11681,6 -0.500354,7 0.390081,8 -0.191848,9 -0.222421,10 3}
{0 0.308751,1 -0.218344,2 -0.736048,3 -0.469485,4 -0.950392,5 -0.432235,6 -0.581237,7 0.494585,8 -0.144127,9 -0.16959,10 3}
{0 0.340628,1 -0.16258,2 -0.650097,3 -0.353064,4 -0.948579,5 -0.301582,6 -0.525056,7 0.431344,8 -0.154418,9 -0.13607,10 3}
{0 0.284686,1 -0.217658,2 -0.738009,3 -0.471571,4 -0.951304,5 -0.110217,6 -0.609615,7 0.511991,8 -0.129171,9 -0.167213,10 3}
{0 0.348889,1 -0.121592,2 -0.814477,3 -0.506742,4 -0.943206,5 -0.485341,6 -0.578039,7 0.491999,8 -0.118749,9 -0.155916,10 3}
{0 0.287225,1 -0.237039,2 -0.716077,3 -0.453779,4 -0.95268,5 -0.298637,6 -0.605681,7 0.528589,8 -0.103038,9 -0.114382,10 3}
{0 0.407776,1 -0.277978,2 -0.652527,3 -0.395835,4 -0.955483,5 -0.430292,6 -0.525979,7 0.404036,8 -0.130312,9 -0.143014,10 3}
{0 0.442641,1 -0.224182,2 -0.664105,3 -0.393323,4 -0.952271,5 -0.438912,6 -0.512168,7 0.379192,8 -0.135266,9 -0.13883,10 3}
{0 0.352725,1 -0.242323,2 -0.735709,3 -0.478079,4 -0.952884,5 -0.401712,6 -0.558183,7 0.48132,8 -0.133604,9 -0.146734,10 3}
{0 0.347654,1 -0.271677,2 -0.780113,3 -0.541484,4 -0.954732,5 -0.134301,6 -0.587205,7 0.492328,8 -0.163727,9 -0.186022,10 3}
{0 0.415594,1 -0.176825,2 -0.685852,3 -0.396039,4 -0.948286,5 -0.14514,6 -0.524255,7 0.385017,8 -0.13703,9 -0.167992,10 3}
{0 0.377851,1 -0.186347,2 -0.692047,3 -0.407089,4 -0.949295,5 0.28898,6 -0.547977,7 0.408743,8 -0.162216,9 -0.185775,10 3}
{0 0.419346,1 -0.254631,2 -0.761008,3 -0.512624,4 -0.954863,5 -0.408771,6 -0.548344,7 0.406392,8 -0.21614,9 -0.232239,10 3}
{0 0.373513,1 -0.169463,2 -0.768019,3 -0.48287,4 -0.94762,5 -0.464129,6 -0.579529,7 0.450765,8 -0.150944,9 -0.183163,10 3}
{0 0.439073,1 -0.230084,2 -0.766126,3 -0.510081,4 -0.951964,5 -0.65565,6 -0.551987,7 0.403353,8 -0.174855,9 -0.208387,10 3}
{0 0.496002,1 -0.297,2 -0.713255,3 -0.465635,4 -0.957671,5 -0.434477,6 -0.454996,7 0.278733,8 -0.293929,9 -0.314804,10 3}
{0 0.367383,1 -0.184606,2 -0.690306,3 -0.404414,4 -0.948883,5 -0.460088,6 -0.573846,7 0.435196,8 -0.126043,9 -0.146813,10 3}
{0 0.294072,1 -0.208487,2 -0.588474,3 -0.313442,4 -0.950753,5 -0.051579,6 -0.583637,7 0.447509,8 -0.105407,9 -0.121275,10 3}
